Coverage: 6.72%

LLVM-COV REPORT:
Filename                                                                  Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Users/administrator/Desktop/qt/C++/lab_04_00/func_data/func_main.cpp           30                 0   100.00%           3                 0   100.00%          32                 0   100.00%           4                 0   100.00%
Users/administrator/Desktop/qt/C++/lab_04_00/func_data/test.cpp                11                 3    72.73%           9                 2    77.78%          13                 2    84.62%           4                 3    25.00%
Users/administrator/Desktop/qt/C++/lab_04_00/func_data/testparser.cpp          31                15    51.61%           6                 0   100.00%          53                 7    86.79%          12                 4    66.67%
Users/administrator/Desktop/qt/C++/lab_04_00/src/algorithms.cpp                94                93     1.06%          11                10     9.09%         239               235     1.67%          70                70     0.00%
Users/administrator/Desktop/qt/C++/lab_04_00/src/buttons.cpp                   85                85     0.00%           8                 8     0.00%         179               179     0.00%          70                70     0.00%
Users/administrator/Desktop/qt/C++/lab_04_00/src/drawing.cpp                   37                34     8.11%           9                 7    22.22%         121                99    18.18%          36                30    16.67%
Users/administrator/Desktop/qt/C++/lab_04_00/src/mainwindow.cpp                29                18    37.93%          11                 7    36.36%          99                63    36.36%          10                 7    30.00%
Users/administrator/Desktop/qt/C++/lab_04_00/src/menu.cpp                       6                 6     0.00%           3                 3     0.00%          16                16     0.00%           2                 2     0.00%
Users/administrator/Desktop/qt/C++/lab_04_00/src/request_handler.cpp            6                 6     0.00%           1                 1     0.00%          20                20     0.00%          12                12     0.00%
Users/administrator/Desktop/qt/C++/lab_04_00/src/structures.cpp                 7                 7     0.00%           1                 1     0.00%           7                 7     0.00%           4                 4     0.00%
opt/homebrew/lib/QtCore.framework/Headers/qabstractitemmodel.h                 49                49     0.00%          49                49     0.00%          75                75     0.00%           0                 0         -
opt/homebrew/lib/QtCore.framework/Headers/qalgorithms.h                        33                33     0.00%          30                30     0.00%         220               220     0.00%           2                 2     0.00%
opt/homebrew/lib/QtCore.framework/Headers/qanystringview.h                     66                54    18.18%          43                39     9.30%          91                77    15.38%          12                12     0.00%
opt/homebrew/lib/QtCore.framework/Headers/qarraydata.h                         28                11    60.71%          11                 4    63.64%          86                47    45.35%          10                 8    20.00%
opt/homebrew/lib/QtCore.framework/Headers/qarraydataops.h                     101                52    48.51%          13                 5    61.54%         165                97    41.21%          68                53    22.06%
opt/homebrew/lib/QtCore.framework/Headers/qarraydatapointer.h                 181                70    61.33%          36                11    69.44%         178                59    66.85%         120                74    38.33%
opt/homebrew/lib/QtCore.framework/Headers/qassert.h                             1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
opt/homebrew/lib/QtCore.framework/Headers/qatomic.h                             2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
opt/homebrew/lib/QtCore.framework/Headers/qatomic_cxx11.h                      10                 7    30.00%          10                 7    30.00%          22                13    40.91%           0                 0         -
opt/homebrew/lib/QtCore.framework/Headers/qbasicatomic.h                        7                 3    57.14%           7                 3    57.14%           7                 3    57.14%           0                 0         -
opt/homebrew/lib/QtCore.framework/Headers/qbasictimer.h                         9                 9     0.00%           9                 9     0.00%          13                13     0.00%           0                 0         -
