Coverage: 10.12%

LLVM-COV REPORT:
Filename                                                                  Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Users/administrator/Desktop/qt/C++/lab_08_00/func_data/func_main.cpp           30                 0   100.00%           3                 0   100.00%          32                 0   100.00%           4                 1    75.00%
Users/administrator/Desktop/qt/C++/lab_08_00/func_data/test.cpp                12                 3    75.00%          10                 2    80.00%          14                 2    85.71%           4                 3    25.00%
Users/administrator/Desktop/qt/C++/lab_08_00/func_data/testparser.cpp          26                14    46.15%           4                 0   100.00%          48                 6    87.50%          10                 3    70.00%
Users/administrator/Desktop/qt/C++/lab_08_00/inc/structures.h                  25                 3    88.00%          10                 2    80.00%          22                 2    90.91%          24                 8    66.67%
Users/administrator/Desktop/qt/C++/lab_08_00/src/buttons.cpp                   60                43    28.33%           8                 6    25.00%         125               100    20.00%          40                33    17.50%
Users/administrator/Desktop/qt/C++/lab_08_00/src/color.cpp                      8                 8     0.00%           5                 5     0.00%          34                34     0.00%           2                 2     0.00%
Users/administrator/Desktop/qt/C++/lab_08_00/src/cut.cpp                       31                 3    90.32%           3                 0   100.00%          46                 3    93.48%          22                 5    77.27%
Users/administrator/Desktop/qt/C++/lab_08_00/src/drawing.cpp                   25                 0   100.00%           4                 0   100.00%          36                 0   100.00%          16                 3    81.25%
Users/administrator/Desktop/qt/C++/lab_08_00/src/figure.cpp                    64                13    79.69%           6                 0   100.00%          80                13    83.75%          42                16    61.90%
Users/administrator/Desktop/qt/C++/lab_08_00/src/mainwindow.cpp               124                99    20.16%          13                 6    53.85%         264               178    32.58%         100                89    11.00%
Users/administrator/Desktop/qt/C++/lab_08_00/src/menu.cpp                       6                 6     0.00%           3                 3     0.00%          16                16     0.00%           2                 2     0.00%
Users/administrator/Desktop/qt/C++/lab_08_00/src/requests.cpp                   9                 0   100.00%           2                 0   100.00%          27                 0   100.00%          10                 1    90.00%
opt/homebrew/lib/QtCore.framework/Headers/qalgorithms.h                        30                30     0.00%          30                30     0.00%         226               226     0.00%           0                 0         -
